Unnamed: 0,Timestamp,Paper ID (from shared sheet),Paper Title,Paper Year,Paper Available,Paper in English,Does the paper have at least 1 current OpenML Core Member as co-author?,"If yes, which Core Members?",Does the paper use datasets from OpenML?,"If unclear, one sentence explanation?","Does the paper use a collection (at least 2 or more) of datasets that are defined by OpenML designated to do benchmarking (e.g., openml benchmarking suites)?","If yes, which benchmark suites?","Does the paper use OpenML experiment data (i.e., utilise results from runs)? ","if yes: short (e.g., 1 sentence) explanation: how does it use this data?",Does the paper upload datasets to OpenML?,"If yes, which dataset?",Does the paper upload experiment data to OpenML?,"if yes: short (e.g., 1 sentence) explanation: what type of experiments?",Does the paper interact in any other way with OpenML?,"if yes: short (e.g., 1 sentence) explanation how?",Star it as some cool project to be showcased in our paper?,"If yes, please motivate your answer",Optional short description,"Is the paper a thesis (Bachelor's, Master's, or PhD)?"
1323,,1365,Entropy-Regularized Token-Level Policy Optimization for Large Language Models,2024.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,,,"arXiv v4; maybe the datasets are a small subset of the CC18, but this is not described in a clear manner.",No
1324,,1320,Automated versus do-it-yourself methods for causal inference: Lessons learned from a data analysis competition,2019.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,,,,No
1325,,131,Regularization is all you need: Simple neural nets can excel on tabular data,2021.0,Yes,Yes,Yes,Arlink Kadra,Yes,,Yes,Subset of AutoML benchmark classification small,No,,No,,No,,No,,,,arXiv v1,No
1326,,1436,Benchmark of data preprocessing methods for imbalanced classification,2023.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,,,Used the arXiv version because the IEEE version was not available,No
1327,,804,A benchmark experiment on how to encode categorical features in predictive modeling,2019.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,,,Masters thesis supervised by Bernd Bischl,Yes
1328,,792,Concept Lattice Reduction Using Integer Programming,2024.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,,,,No
1329,,905,Incorporating citizen science data in spatially explicit integrated population models,2019.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,,,,No
1330,,1098,Advances in metalearning: ECML/PKDD workshop on meta-knowledge transfer,2022.0,Yes,Yes,Yes,Jan van Rijn,No,,No,,No,,No,,No,,No,,,,,No
1331,,1302,Analysis of the automl challenge series,2019.0,Yes,Yes,No,,No,,No,,No,,No,,No,,Unclear,"Indirectly, analyzes winning solution of AutoML challenge from AAD Freiburg (Feurer?) which performed meta-learning using OpenML data",,,,No
1332,,683,Interpretable machine learning for TabPFN,2024.0,Yes,Yes,Yes,Matthias Feurer,Yes,,Yes,CC18,No,,No,,No,,No,,,,,No
1333,,323,KBER: A kernel bandwidth estimate using the Ricci curvature,2021.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,,,,No
1334,,1161,Niseko: a Large-Scale Meta-Learning Dataset,2019.0,Yes,Yes,No,,Yes,"DARPA program, which collected datasets from OpenML",No,,No,,No,,No,,No,,,,,No
1335,,64,Comparative Evaluation of Imbalanced Data Management Techniques for Solving Classification Problems on Imbalanced Datasets,2024.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,,,,No
1336,,264,cSmartML-Glassbox: Increasing transparency and controllability in automated clustering,2022.0,No,Yes,No,,Unclear,,Unclear,,Unclear,,Unclear,,Unclear,,Unclear,,,,Not available,No
1337,,1570,Explainability of non-deterministic solvers: explanatory feature generation from the data mining of the search trajectories of population-based metaheuristics.,2024.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,,,,Yes
1338,,1518,An Empirical Evaluation of Constrained Feature Selection,2022.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,,,,No
1339,,452,On random embeddings and their application to optimisation,2021.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,,,,Yes
1340,,1529,Solving Multiclass Imbalance Problem with Codes,2021.0,No,Yes,No,,Unclear,,Unclear,,Unclear,,Unclear,,Unclear,,Unclear,,,,Not available,Yes
1341,,1510,Tabular data: Deep learning is not all you need,2021.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,,,,No
1342,,1000,Shared tasks as tutorials: A methodical approach,2023.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,,,,No
1343,,456,"HPO <svg class=""gs_fsvg"" aria-label=""×"" width=""22px"" height=""9px"" style=""vertical-align:-1px;""><g transform=""matrix(0.01800, 0.00000, 0.00000, 0.01800, 0.00000, 8.83800)""><g><g><path transform=""matrix(0.48828, 0.00000, 0.00000, -0.48828, 222.22223, 0.00000)"" d=""M 301 59  Q 301 75 311 88  L 737 512  L 311 938  Q 301 948 301 965  Q 301 980 313 993  T 342 1006  Q 356 1006 373 993  L 797 569  L 1219 993  Q 1236 1006 1249 1006  Q 1266 1006 1278 994  T 1290 965  Q 1290 948 1280 938  L 854 512  L 1280 88  Q 1290 75 1290 59  Q 1290 42 1278 30  T 1249 18  Q 1234 18 1219 33  L 797 455  L 373 33  Q 358 18 342 18  Q 325 18 313 31  T 301 59  Z ""></path></g></g></g></svg> ELA: Investigating Hyperparameter Optimization Landscapes by&nbsp;Means of&nbsp;Exploratory Landscape Analysis",2022.0,Yes,Yes,Yes,Bernd Bischl,Yes,,Yes,CC18,No,,No,,No,,No,,,,,No
1344,,1687,Evolving AI from Research to Real Life-Some Challenges and Suggestions.,2018.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,,,,No
1345,,455,Empirical kernel map-based multilayer extreme learning machines for representation learning,2018.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,,,,No
1346,,601,A Repository for Formal Contexts,2024.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,,,,No
1347,,1299,System and method for detecting data drift,2023.0,Yes,Yes,No,,Yes,,Yes,CC18,No,,No,,No,,No,,,,,No
1348,,23,A Novel Feature Importance Based Layer to Improve Neural Networks,2021.0,Yes,Yes,No,No,Yes,,No,,No,,No,,No,,No,,,,,No
1349,,1004,ML-Schema: An interchangeable format for description of machine learning experiments,2018.0,Yes,Yes,Yes,Joaquin Vanschoren,No,,No,,No,,No,,No,,Yes,MLS ontology,,,,No
1350,,526,Tiny classifier circuits: Evolving accelerators for tabular data,2023.0,Yes,Yes,No,,Yes,,Unclear," datasets from Kadra et
al paper, which uses many from AutoML Benchmark",No,,No,,No,,No,,,,,No
1351,,122,Ensemble of binary classifiers combined using recurrent correlation associative memories,2020.0,Yes,Yes,No,,Yes,possibly also tasks,No,,No,,No,,No,,No,,,,,Yes
1352,,732,Flaml: A fast and lightweight automl library,2021.0,Yes,Yes,No,,Yes,,Yes,AutoML Benchmark,No,,No,,No,,No,,No,,arXiv v3,No
1353,,782,Harnessing reconfigurable hardware to design heterogeneous systems,2023.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,Dissertation,Yes
1354,,784,"SGAIN, WSGAIN-CP and WSGAIN-GP: Novel GAN methods for missing data imputation",2021.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,OpenML just side note,No
1355,,660,Automated artificial intelligence (AutoAI),2018.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,All OpenML papers in reference are not actually cited in the paper,No
1356,,1105,Collecting Meta-Data from the OpenML Public Repository,2023.0,Yes,Yes,No,,Yes,meta-features of data sets,No,,Yes,to assemble meta-data set,No,,No,,Yes,analyzes openML data sets if meta-dataset creation possible,Yes,"Shows how most datasets lack complete characterization by meta-features, limiting creation of meta-datasets",,No
1357,,778,On tuning deep learning models: a data mining perspective,2020.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,arXiv v1,No
1358,,332,"Unsupervised Instance Selection with Low-Label, Supervised Learning for Outlier Detection",2021.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,arXiv v2,No
1359,,564,On the effectiveness of heuristics for learning nested dichotomies: an empirical analysis,2018.0,Yes,Yes,No,,No,"(from UCI, uploaded to OpenML)",No,,No,,Yes,ID: 76,No,,No,,No,,,No
1360,,1561,Splitting on categorical predictors in random forests,2019.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
1361,,69,Towards Empowering Data Lakes with Knowledge Graphs,2021.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,,,,Yes
1362,,1231,Multi-objective genetic programming for dataset similarity induction,2015.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,,,,No
1363,,1173,Towards personalized preprocessing pipeline search,2023.0,Yes,Yes,No,,Yes,,Yes,,No,,No,,No,,No,,,,,No
1364,,938,Learning the truth from only one side of the story,2021.0,Yes,Yes,No,,Unclear,"probably obtained from OpenML, but not stated explicitly (cites OpenML but no mention in the text of the paper)",No,,No,,No,,No,,No,,,,,No
1365,,1591,Generalized Fast Exact Conformalization,2024.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,,,,No
1366,,1663,Towards a data privacy-predictive performance trade-off,2023.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,,,,No
1367,,1303,Attention versus contrastive learning of tabular data: a data-centric benchmarking,2024.0,Yes,Yes,No,,Yes,,Yes,"CC18; used in Table 1 to report typical characteristics of tabular data, but does not directly use CC18 datasets in the experiments of the study",No,,No,,No,,No,,,,,No
1368,,1138,Better trees: an empirical study on hyperparameter tuning of classification decision tree induction algorithms,2024.0,Yes,Yes,Yes,Joaquin Vanschoren,Yes,,No,,No,,No,,Yes,id 50: hyperparameter tuning experiments,No,,,,,No
1369,,641,"9 and Bernhard Sick University of Kassel, Wilhelmshöher Allee 73, 34121 Kassel, Germany {christoph. sandrock, marek. herde, daniel. kottke, bsick}@ uni-kassel. de",2023.0,No,Yes,No,,Yes,,Unclear,,Unclear,,Unclear,,Unclear,,No,,,,Not available; some info (dataset usage) gleaned from source code: https://github.com/ies-research/non-myopic-oracle-policy,No
1370,,1631,To tune or not to tune? An approach for recommending important hyperparameters for classification and clustering algorithms,2025.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,,,,No
1371,,961,Optimizations for uncertainty prediction on streams with decision trees,2018.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,,,,Yes
1372,,912,On the Evaluation of Algorithm Selection Problems,2016.0,Yes,Yes,Yes,"Jan van Rijn, Joaquin Vanschoren",Yes,,No,,No,,No,,No,,No,,,,,No
1373,,1670,Binning as a Pretext Task: Improving Self-Supervised Learning in Tabular Domains,2024.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,,,,No
1374,,928,MEX vocabulary: a lightweight interchange format for machine learning experiments,2015.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,,,,No
1375,,1437,Open-source machine learning in computational chemistry,2023.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,,,,No
1376,,1526,Closing the AI knowledge gap,2018.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,,,,No
1377,,360,2D-OOB: Attributing Data Contribution Through Joint Valuation Framework,2024.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,,,,No
1378,,1706,Well-tuned simple nets excel on tabular datasets,2021.0,Yes,Yes,Yes,Arlind Kadra,Yes,,Yes,AutoML Benchmark,No,,No,,No,,No,,,,,No
1379,,1376,An Evolutionary Algorithm Design for Pauli-based Quantum Kernel Classification.,2022.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,,,,No
1380,,1005,Generic ontology of datatypes,2015.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,,,,No
1381,,1507,fseval: a benchmarking framework for feature selection and feature ranking algorithms,2022.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,,,,No
1382,,1616,Revisiting complexity and the bias-variance tradeoff,2020.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,,,,No
1383,,580,Hyperparameter selection for high dimensional sparse learning: application to neuroimaging,2021.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,,,,Yes
1384,,1700,Pidforest: anomaly detection via partial identification,2019.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,,,,No
1385,,1247,MLPro 1.0-Standardized reinforcement learning and game theory in Python,2022.0,Yes,Yes,No,,No,,No,,No,,No,,No,,Yes,Evaluates OpenML against other platforms,,,,No
1386,,505,Local interpretation methods to machine learning using the domain of the feature space,2019.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,,,,No
1387,,634,Efficient neural network-based estimation of interval Shapley values,2024.0,No,Yes,No,,Unclear,Paper not available,Unclear,,Unclear,,Unclear,,Unclear,,Unclear,,,,Not available,No
1388,,1427,Systems for AutoML Research,2022.0,Yes,Yes,Yes,Pieter Gijsbers,Yes,,Yes,"CC18, AutoML Benchmark",Yes,Figure 4.4: illustration of variance in task difficulty,Yes,AutoML Benchmark,No,,Yes,Contributes an interface to OpenML: openml-python,,,,Yes
1389,,637,"an der, Hoos, HH, Luo, C., &amp; Rook",2022.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,,,,No
1390,,47,Enhanced Machine-Learning Flow for Microwave-Sensing Systems to Detect Contaminants in Food,2023.0,No,Yes,No,,Unclear,,Unclear,,No,,Yes,,No,,No,,,,Not available. also earlier version of https://ieeexplore.ieee.org/abstract/document/10596988,No
1391,,466,BEYOND FLATLAND,2023.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,,,,Yes
1392,,1225,Machine learning data markets: trading data using a multi-agent system,2022.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,,,,No
1393,,389,A triple perspective on complexity measures for supervised classification problems,2023.0,Yes,No,No,,Yes,,No,,No,,No,,No,,No,,No,,,Yes
1394,,780,OpenML benchmarking suites and the OpenML100,2017.0,Yes,Yes,Yes,Many,No,,No,,No,,No,,No,,Yes,Created OpenML100 suite,Yes,Probably the first benchmarking suite,,No
1395,,265,Ten quick tips for sequence-based prediction of protein properties using machine learning,2022.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,Just cites OpenML as a platform for uploading models,No
1396,,563,K-best feature selection and ranking via stochastic approximation,2023.0,Yes,Yes,No,,Yes,,Yes,AMLB,No,,No,,No,,No,,No,,,No
1397,,381,A scalable AutoML approach based on graph neural networks,2021.0,Yes,Yes,No,,Yes,,Yes,AMLB,No,,No,,No,,No,,No,,,No
1398,,429,Hyperparameters search methods for machine learning linear workflows,2019.0,Yes,Yes,No,,Yes,,,,,,,,,,,,,,,No
1399,,333,Hyperparameter Recommendation Integrated With Convolutional Neural Network,2024.0,Yes,Yes,No,,Yes,,,,,,,,,,,,,,,No
1400,,1702,Construction of a smart vision-guided robot system for manipulation in a dynamic environment,2021.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,Just cites OpenML,No
1401,,1540,No Free Lunch in imbalanced learning,2021.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
1402,,644,Integrative conformal p-values for powerful out-of-distribution testing with labeled outliers,2022.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
1403,,1209,Self-Distillation for Randomized Neural Networks,2024.0,Yes,Yes,No,,Yes,,Yes,AMLB,No,,No,,No,,No,,No,,,No
1404,,1519,Final Bachelor Project,2021.0,Yes,Yes,Yes,Joaquin,No,,No,,No,,No,,No,,No,,No,,,Yes
1405,,735,MLTA: a Meta-Learning Toolbox for AutoML,2023.0,Yes,Yes,Yes,"Joaquin, Prabhant",Yes,,Yes,CC18,No,,No,,No,,No,,No,,,Yes
1406,,947,Binary Orthogonal Non-negative Matrix Factorization,2022.0,Yes,Yes,Yes,,Yes,,No,,No,,No,,No,,No,,No,,,No
1407,,1621,The Sacred Infrastructure for Computational Research.,2017.0,Yes,Yes,Yes,Frank Hutter ( I think he was still active in OpenML in 2017),No,,No,,No,,No,,No,,No,,No,,Just cites OpenML,No
1408,,820,FedHPO-B: A benchmark suite for federated Hyperparameter optimization,2022.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
1409,,1711,From Data Imputation to Data Cleaning—Automated Cleaning of Tabular Data Improves Downstream Predictive Performance,2024.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
1410,,255,"Does Feature Selection Improve Classification? A Better, but smaller, Large Scale Experiment in OpenML",,Yes,Yes,No,,Yes,,Yes,CC18,No,,No,,No,,No,,No,,,Yes
1411,,254,Initializing bayesian hyperparameter optimization via meta-learning,2015.0,Yes,Yes,Yes,"Matthias, Frank",Yes,,No,,No,,No,,No,,No,,Yes,Matthias used *all* 60 classification datasets from OpenML in 2014. Could be nice to highlight how much OpenML has grown since then.,,No
1412,,233,DIF-SR: A Differential Item Functioning-Based Sample Reweighting Method,2023.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
1413,,1130,When is Plasmode simulation superior to parametric simulation when estimating the MSE of the least squares estimator in linear regression?,2024.0,Yes,Yes,No,,Yes,,Yes,AMLB,No,,No,,No,,No,,No,,,No
1414,,157,A novel approach of ensemble methods using the stacked generalization for high-dimensional datasets,2022.0,No,Yes,No,,,,No,,No,,No,,No,,No,,No,,,No
1415,,36,Design and Visualization of Python Web Scraping Based on Third-Party Libraries and Selenium Tools,2023.0,Yes,Yes,No,,No,,No,,No,,No,,No,,Yes,Connects OpenML python to their library,,,,No
1416,,1150,Nearest neighbor classifiers over incomplete information: From certain answers to certain predictions,2020.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,Does not seem to cite OpenML,No
1417,,1200,"<span class=""gs_ctu""><span class=""gs_ct1"">[ZITATION]</span><span class=""gs_ct2"">[C]</span></span> <span id=""XF4tRUvR8QQJ"">NDSE: Method for classification instance generation given meta-feature description</span>",,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
1418,,840,Supervised classification of diseases based on an improved associative algorithm,2021.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
1419,,91,On the role of benchmarking data sets and simulations in method comparison studies,2024.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,Just cites OpenML,No
1420,,700,Employing an Adjusted Stability Measure for Multi-criteria Model Fitting on Data Sets with Similar Features,2022.0,Yes,Yes,Yes,Michel,Yes,,No,,No,,No,,No,,No,,No,,,No
1421,,602,PAC-Bayes bounds for bandit problems: A survey and experimental comparison,2023.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
1422,,246,Iris-CV: Classifying Iris Flowers Is Not as Easy as You Thought,2021.0,Yes,Yes,No,,No,,No,,Yes,They report the accuracy of classifiers on iris,No,,No,,No,,No,,,No
1423,,180,Fast hyperparameter tuning using Bayesian optimization with directional derivatives,2020.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
1424,,297,A meta-level analysis of online anomaly detectors,2023.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
1425,,727,Automated machine learning: State-of-the-art and open challenges,2019.0,Yes,Yes,No,,No,,No,,Yes,"Refer to performance scores
on various datasets",No,,No,,No,,No,,,No
1426,,179,An Enhanced Proximal Policy Optimization-Based Reinforcement Learning Method with Random Forest for Hyperparameter Optimization,2022.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
1427,,119,Application of machine learning in the pricing problem,,Yes,No,No,,,,No,,No,,No,,No,,No,,No,,,No
1428,,728,Doubly interpretable fuzzy apriori classifier by successive stacking and one-step wide calculation,2024.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
1429,,67,abess: a fast best-subset selection library in python and R,2022.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,Just cites OpenML python,No
1430,,1141,An exploratory analysis of data noisy scenarios in a Pareto-front based dynamic feature selection method,2021.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
1431,,1217,Automated machine learning in practice: state of the art and recent results,2019.0,Yes,Yes,No,,No,,No,,Yes,"Use good configurations found on OpenML
as part of their tuning mechanism",No,,No,,No,,No,,,No
1432,,630,Item response theory in sample reweighting to build fairer classifiers,2024.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
1433,,1319,"<span class=""gs_ctu""><span class=""gs_ct1"">[ZITATION]</span><span class=""gs_ct2"">[C]</span></span> <span id=""tOeHXydXYSIJ"">MANAGING OF META DATA IN DATA LAKE FOR DATA PROFILING</span>",2023.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,Yes,"Offers a way of assigning
metadata to datasets to better
navigate repositories like OpenML",,No
1434,,586,A suite of fairness datasets for tabular classification,2023.0,Yes,Yes,No,,No,,No,,No,,No,,No,,Yes,They create a benchmarking suite without creating a benchmariking suite on OpenML. They offer a python library that fetches specific datasets from OpenML. The suite is for fairness,No,,,No
1435,,1131,On Deep Forest Algorithms,2023.0,Yes,Yes,No,,Unclear,"I think they do (cite OpenML and list datasets available from OpenML), but they fail to provide the specific source (e.g. OpenML ID).",No,,No,,No,,No,,No,,No,,,Yes
1436,,1064,Stab: Self-supervised learning for tabular data,2023.0,Yes,Yes,No,,Yes,,Yes,CC18,No,,No,,No,,No,,No,,,No
1437,,1619,Regularized impurity reduction: accurate decision trees with complexity guarantees,2022.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
1438,,848,"Codabench: Flexible, easy-to-use, and reproducible meta-benchmark platform",2022.0,Yes,Yes,No,,No,,No,,No,,No,,No,,Yes,Connects OpenML as a data backend to their benchmarking software,Yes,Benchmarking platform on top of OpenML (and other data repositories),,No
1439,,1577,"Collaborative, open, and automated data science",2021.0,Yes,Yes,No,,Yes,,Unclear,"they mention AMLB and OpenML 100, so maybe they selected datasets because they were part of them, but don't explicitly say so",No,,No,,No,,Yes,Create a benchmarking suite (but not on OpenML) on their own website that fetches data from OpenML and other platforms via python,No,,,Yes
1440,,293,Mixed-variable Bayesian optimization,2020.0,Yes,Yes,No,,Yes,,Yes,Random Bot,Yes,They use the experiment data to evaluate their HPO method (using interpolation for HPO configs that are not evaluated),No,,No,,No,,No,,,No
1441,,1558,ML-Plan for Unlimited-Length Machine Learning Pipelines,2018.0,Yes,Yes,Yes,Marcel,Yes,,No,,No,,No,,No,,No,,No,,,No
1442,,1583,Deep learning-based electroencephalography analysis: a systematic review,2019.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,Just cites OpenML,No
1443,,87,Towards explainable automated machine learning,2023.0,Yes,Yes,Yes,Bernd,Yes,,No,,No,,No,,No,,No,,No,,,Yes
1444,,1049,Hierarchical data generator based on tree-structured stick breaking process for benchmarking clustering methods,2021.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,Just cites OpenML,No
1445,,86,Selected Topics in Gaussian Process Modeling,2024.0,No,Yes,No,,,,No,,No,,No,,No,,No,,No,,,Yes
1446,,969,An instance space analysis of regression problems,2021.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
1447,,1532,Automated anomaly recognition in real time data streams for oil and gas industry.,2020.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,Just cites OpenML in related work,Yes
1448,,519,Interpretable regional descriptors: Hyperbox-based local explanations,2023.0,Yes,Yes,Yes,Bernd,Yes,,No,,No,,No,,No,,No,,No,,,No
1449,,1504,Point-by-point transfer learning for Bayesian optimization: An accelerated search strategy,2025.0,Yes,Yes,No,,Yes,,Yes,Random Bot,No,,No,,No,,No,,No,,,No
1450,,1256,Applications of artificial intelligence for disaster management,2020.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,Just cites OpenML,No
1451,,63,Hyperparameter search space pruning–a new component for sequential model-based hyperparameter optimization,2015.0,Yes,Yes,No,,,"They don't say so explicitly (they selected the datasets ""randomly""), but they refer to OpenML multiple times so I assume they got it from there.",No,,No,,No,,No,,No,,No,,,No
1452,,1500,Data and Classifiers: Two Sides of the Same Coin,2024.0,Yes,Yes,No,,Yes,,Yes,CC18,No,,No,,No,,Yes,accesses OpenML metafeatures,No,,,No
1453,,494,Deep learning with conceptual view in meta data for content categorization,2021.0,No,Yes,No,,,,No,,No,,No,,No,,No,,No,,,No
1454,,1374,機器學習於心房顫動預測之應用,,No,No,No,,,,No,,No,,No,,No,,No,,No,,,No
1455,,572,AI Surrogate Model for Distributed Computing Workloads,2024.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,,No
1456,,241,Traceability for trustworthy AI: a review of models and tools,2021.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,Review of different tools,No
1457,,406,Metalearning by exploiting granular machine learning pipeline metadata,2020.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,They don't use OpenML results because the pipelines are sequential,Yes
1458,,1627,Encoding categorical data: Is there yet anything'hotter'than one-hot encoding?,2023.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
1459,,1579,"<span class=""gs_ctu""><span class=""gs_ct1"">[ZITATION]</span><span class=""gs_ct2"">[C]</span></span> <span id=""0RKQ4iZOOdcJ"">Data stratification analysis on the propagation of discriminatory effects in binary classification</span>",2023.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
1460,,258,Dataflow representation of data analyses: Toward a platform for collaborative data science,2017.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,It's about flow representations,No
1461,,239,Automatic construction of machine learning pipelines,2017.0,Yes,Yes,Yes,Pieter,Yes,,No,,No,,No,,Yes,https://www.openml.org/search?type=study&study_type=run&id=69&sort=runs_included,Yes,accesses OpenML metafeatures,No,,,Yes
1462,,1265,Système adaptatif pour l'aide à la conception de processus d'analyse,2021.0,Yes,Yes,No,,Yes,,No,,Yes,to evaluate their recommendation system,No,,No,,Yes,accesses OpenML metafeatures,No,,,Yes
1463,,151,CT-BERT: learning better tabular representations through cross-table pre-training,2024.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
1464,,1317,Smart Network-based Intrusion Detection System (SNIDS) for Advanced Metering Infrastructure,2017.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,Just cites OpenML,Yes
1465,,1681,Confidence Interval Estimation of Predictive Performance in the Context of AutoML,2024.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
1466,,1055,Fast structure learning with modular regularization,2019.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
1467,,1651,An Architecture of the Semantic Meta Mining Assistant for Adaptive Domain-Oriented Data Processing,2022.0,No,Yes,No,,,,No,,No,,No,,No,,No,,No,,,No
1468,,691,OAB-An Open Anomaly Benchmark Framework for Unsupervised and Semisupervised Anomaly Detection on Image and Tabular Data Sets,2021.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
1469,,777,Algorithm Recommendation for Data Streams,2022.0,Yes,Yes,Yes,Jan,Yes,,No,,No,,No,,No,,No,,No,,,No
1470,,1123,Evaluating recommender systems for AI-driven biomedical informatics,2021.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,,No
1471,,171,Synthcity: a benchmark framework for diverse use cases of tabular synthetic data,2023.0,Yes,Yes,No,,Yes,,Yes,"Not totally clear, maybe Grinsztajn",No,,No,,No,,No,,No,,,No
1472,,596,Genetic programming with noise sensitivity for imputation predictor selection in symbolic regression with incomplete data,2020.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
1473,,266,"A comparison of AutoML tools for machine learning, deep learning and XGBoost",2021.0,Yes,Yes,No,,Yes,,No,,Yes,compare best OpenML performance with their performance on the tasks,No,,No,,No,,No,,,No
1474,,674,Property inference attacks on fully connected neural networks using permutation invariant representations,2018.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,Just cites OpenML,No
